,state,name,lat,lon,type,capacity(MW),production (GWh)
0,AK,Agrium Kenai Nitrogen Operations,60.6732,-151.3784,GAS,21.6,0.0
1,AK,Alakanuk,62.6833,-164.6544,OIL,2.6,2.244
2,AK,Allison Creek Hydro,61.084444,-146.35333300000002,HYDRO,6.5,0.0
3,AK,Anchorage 1,61.2221,-149.8661,GAS,121.4,33.641999999999996
4,AK,Angoon,57.447778,-134.49277800000002,OIL,1.9,1.693
5,AK,Aniak,61.5875,-159.5317,OIL,2.0,2.63
6,AK,Annex Creek,58.3176,-134.101,HYDRO,4.0,27.38
7,AK,Auke Bay,58.3875,-134.6446,OIL,36.2,0.0
8,AK,Aurora Energy LLC Chena,64.84774300000001,-147.735063,COAL,31.3,191.062
9,AK,Barrow,71.292,-156.7786,GAS,20.3,49.637
10,AK,Battery Energy Storage System,64.8167,-147.725,OTHF,27.0,0.0
11,AK,Beaver Falls,55.37975,-131.470269,HYDRO,5.4,45.508
12,AK,Beluga,61.1861,-151.0356,GAS,374.4,1216.481
13,AK,Bernice Lake,60.6935,-151.3874,GAS,76.7,17.447
14,AK,Bethel,60.7897,-161.787778,OIL,12.6,41.963
15,AK,Black Bear Lake,55.476471999999994,-133.14772,HYDRO,4.5,21.145
16,AK,Bradley Lake,59.77862,-150.94015,HYDRO,126.0,432.575
17,AK,Centennial,55.1139,-131.5481,OIL,3.3,-0.039
18,AK,Chester Lake,55.116879000000004,-131.545879,HYDRO,1.0,5.966
19,AK,Chevak,61.479443999999994,-165.49944399999998,OIL,1.0,0.0
20,AK,Cooper Lake,60.392331000000006,-149.665603,HYDRO,19.4,32.05
21,AK,Craig (AK),55.4764,-133.1483,OIL,4.4,0.306
22,AK,Delta Power,64.028056,-145.71944399999998,OIL,23.1,-0.121
23,AK,Delta Wind Farm,64.013889,-145.596667,WIND,1.9,4.5
24,AK,Dillingham,59.6708,-157.89,OIL,10.7,18.459
25,AK,Dutch Harbor,53.9761,-166.5361,OIL,26.0,46.622
26,AK,Eielson AFB Central Heat & Power Plant,64.67141,-147.075988,COAL,33.5,68.264
27,AK,Eklutna Generation Station,61.457778000000005,-149.35138899999998,GAS,171.0,0.0
28,AK,Eklutna Hydro Project,61.475211,-149.15008999999998,HYDRO,44.4,83.11
29,AK,Elim,64.6206,-162.2772,OIL,1.6,1.198
30,AK,Emmonak,60.788889000000005,-161.78972199999998,OIL,3.5,3.425
31,AK,ESS Battery,57.799167000000004,-152.404167,OTHF,3.0,0.0
32,AK,Eva Creek Wind,64.05833299999999,-148.9,WIND,24.6,71.779
33,AK,Fairbanks,64.854171,-147.719351,OIL,42.2,7.085
34,AK,False Island,55.4889,-133.1339,OIL,1.6,0.818
35,AK,Fire Island Wind,61.13,-150.24361100000002,WIND,18.0,47.813
36,AK,Fort Greely Power Plant,63.0947,-145.7172,OIL,10.4,0.11955999999999999
37,AK,Galena Electric Utility,64.7381,-156.94,OIL,8.0,5.697
38,AK,Gambell,63.7667,-171.7375,OIL,1.6,1.5130000000000001
39,AK,George M Sullivan Generation Plant 2,61.229713000000004,-149.716744,GAS,266.3,493.716997
40,AK,Glennallen,61.9769,-146.5494,OIL,11.3,9.104
41,AK,Goat Lake Hydro,59.5357,-135.2123,HYDRO,4.0,15.14
42,AK,Gold Creek,58.3107,-134.4174,HYDRO,9.7,5.652
43,AK,Green Lake,56.986284,-135.12275,HYDRO,18.6,70.792
44,AK,Gwitchyaa Zhee,66.5208,-145.3064,OIL,3.2,2.279
45,AK,Haines,59.2358,-135.445,OIL,7.3,-0.122
46,AK,Healy,63.8542,-148.95,COAL,80.8,185.905
47,AK,Hoonah,58.114167,-135.407778,OIL,3.4,4.445
48,AK,Hooper Bay,61.5208,-166.1003,OIL,2.4,2.8089999999999997
49,AK,Humpback Creek,60.612821999999994,-145.67941100000002,HYDRO,1.2,3.1
50,AK,Hydaburg,55.2081,-132.8267,OIL,1.0,0.013000000000000001
51,AK,Industrial Plant,58.367635,-134.60801999999998,OIL,25.0,0.0
52,AK,International,61.168972,-149.911038,GAS,46.3,0.862
53,AK,Jarvis Street,57.0497,-135.3128,OIL,25.6,0.251
54,AK,JBER Landfill Gas Power Plant,61.285,-149.61166699999998,BIOMASS,11.5,56.167
