,state,name,lat,lon,type,capacity(MW),production (GWh)
6699,OR,North Fork,45.243287,-122.27995,HYDRO,40.8,204.67700000000002
6700,OR,North Hurlburt Wind LLC,45.288056,-120.17388799999999,WIND,265.0,580.941
6701,OR,Oak Grove,45.122009000000006,-122.06987,HYDRO,51.0,209.139
6702,OR,Old Mill Solar,42.203333,-121.04638899999999,SOLAR,5.0,0.0
6703,OR,Opal Springs Hydro,44.49004,-121.29881200000001,HYDRO,4.3,27.044
6704,OR,Oregon State University Energy Center,44.564333000000005,-123.28908899999999,GAS,6.5,41.501999999999995
6705,OR,Oregon Trail Windfarm LLC,45.7122,-119.4044,WIND,9.9,25.945
6706,OR,Oregon University System OIT Klamath Fal,42.254166999999995,-121.785,SOLAR,2.0,2.8947599999999998
6707,OR,Oregon University System Rabbit Field,44.573484,-123.31695,SOLAR,1.2,1.3572899999999999
6708,OR,Outback Solar At Christmas Valley,43.236944,-120.49,SOLAR,4.4,10.46
6709,OR,Owyhee Dam Power Project,43.641603,-117.24373999999999,HYDRO,4.3,10.139
6710,OR,Oxbow (OR),44.971643,-116.83504199999999,HYDRO,190.0,831.6310000000001
6711,OR,Pacific Canyon Windfarm LLC,45.6542,-119.4869,WIND,8.3,19.926
6712,OR,Paisley Geothermal Generating Plant,42.695833,-120.557778,GEOTHERMAL,3.7,0.0
6713,OR,PaTu Wind Farm LLC,45.613061,-120.616906,WIND,9.0,30.295
6714,OR,Pebble Springs Wind LLC,45.7119,-120.125,WIND,98.7,231.831
6715,OR,Pelton,44.694373999999996,-121.231379,HYDRO,109.8,422.527
6716,OR,Perennial Wind Chaser Station,45.801999,-119.37212,GAS,424.0,0.0
6717,OR,Peters Drive Plant,45.667640000000006,-121.548455,HYDRO,1.8,7.45
6718,OR,PHP 1,45.481708000000005,-122.08318799999999,HYDRO,23.7,56.508
6719,OR,PHP 2,45.448977,-122.151257,HYDRO,11.8,35.91
6720,OR,Poplars Ranch Solar LLC,43.268206,-120.91361699999999,SOLAR,16.0,0.0
6721,OR,Port Westward,46.178940000000004,-123.17203899999998,GAS,483.0,1943.131
6722,OR,Port Westward Unit 2,46.178889,-123.171944,GAS,225.6,0.0
6723,OR,POTB Digester,45.414444,-123.80416699999999,BIOMASS,1.0,5.678
6724,OR,Powerdale,45.7039,-121.5042,HYDRO,6.0,0.0
6725,OR,Prospect 1,42.730717,-122.51512199999999,HYDRO,3.8,23.728
6726,OR,Prospect 2,42.731237,-122.513974,HYDRO,32.0,206.47400000000002
6727,OR,Prospect 3,42.730606,-122.41846000000001,HYDRO,7.2,35.937
6728,OR,Prospect 4,42.733073,-122.515079,HYDRO,1.0,4.567
6729,OR,Prospector Windfarm,44.418056,-117.255,WIND,10.0,0.0
6730,OR,R & R Lumber,42.104338,-123.677254,BIOMASS,1.5,0.0
6731,OR,River Mill,45.299991,-122.350023,HYDRO,18.8,104.995
6732,OR,Riverbend Landfill,45.1672,-123.2511,BIOMASS,4.8,36.641999999999996
6733,OR,Roseburg LFG,43.186111,-123.380278,BIOMASS,1.6,10.604000000000001
6734,OR,Round Butte,44.605837,-121.27733400000001,HYDRO,372.5,992.595
6735,OR,Sand Ranch Windfarm LLC,45.6447,-119.4767,WIND,9.9,24.934
6736,OR,Seneca Sustainable Energy LLC,44.116306,-123.17900700000001,BIOMASS,19.8,116.781
6737,OR,Short Mountain,43.9125,-123.0225,BIOMASS,3.2,15.972999999999999
6738,OR,Siphon Power Project,44.033021999999995,-121.3297,HYDRO,5.4,25.578000000000003
6739,OR,Slide Creek,43.2939,-122.4728,HYDRO,18.0,70.42
6740,OR,Soda Springs,43.3061,-122.5014,HYDRO,11.0,54.071000000000005
6741,OR,South Dunes Power Plant,43.433889,-124.243333,GAS,489.0,0.0
6742,OR,South Hurlburt Wind LLC,45.288056,-120.17388799999999,WIND,290.0,601.495
6743,OR,SPFT - Newberg Cogen,45.2879,-122.9627,BIOMASS,163.3,131.010996
6744,OR,Sprague Hydro,42.50136,-120.98943999999999,HYDRO,1.2,2.925
6745,OR,Star Point Wind Project LLC,45.51,-120.48,WIND,98.7,248.46200000000002
6746,OR,Stone Creek,45.081111,-121.88661100000002,HYDRO,12.0,63.733999999999995
6747,OR,Sullivan,45.354003999999996,-122.618954,HYDRO,15.4,127.366
6748,OR,Summit Ridge I Wind Farm,45.451667,-120.941667,WIND,151.8,0.0
6749,OR,The Dalles,45.614,-121.1346,HYDRO,1819.7,6946.311
6750,OR,Threemile Canyon Wind I LLC,45.6758,-119.9375,WIND,9.9,23.075
6751,OR,Threemile Digester,45.71,-119.90111100000001,BIOMASS,4.8,34.813
6752,OR,Toketee Falls,43.272729,-122.447498,HYDRO,42.6,226.36599999999999
6753,OR,Troutdale Energy Center,45.558333000000005,-122.41666699999999,GAS,652.0,0.0
6754,OR,Tunnel 1 Power Project,43.642022999999995,-117.232674,HYDRO,7.0,0.0
6755,OR,Univ of Oregon Central Power Station,44.048333,-123.073889,GAS,11.0,35.31673
6756,OR,Vansycle,45.936157,-118.65999,WIND,25.0,67.562
6757,OR,Vansycle II Wind Energy Center,45.899167,-118.59138899999999,WIND,98.9,282.452
6758,OR,Wagon Trail LLC,45.6531,-119.4625,WIND,3.3,7.499
6759,OR,Wallowa Falls,45.266702,-117.212732,HYDRO,1.1,2.354
6760,OR,Walterville,44.069635999999996,-122.83504599999999,HYDRO,8.0,52.556000000000004
6761,OR,Ward Butte Windfarm LLC,45.6967,-119.4097,WIND,6.6,17.718
6762,OR,Warm Springs Forest Products,44.764843,-121.234733,BIOMASS,9.0,1.52678
6763,OR,Warm Springs Power Enterprises,44.724242,-121.247729,HYDRO,19.6,89.305
6764,OR,Waste Management Columbia Ridge LFGTE,45.5739,-120.2969,BIOMASS,12.8,69.803
6765,OR,West Butte Wind Power Project,43.964166999999996,-120.81222199999999,WIND,80.0,0.0
6766,OR,Wheat Field Wind Power Project,45.675804,-120.31832,WIND,97.0,222.06599999999997
6767,OR,Willow Creek Energy Center,45.6533,-119.9914,WIND,72.0,172.653
6768,OR,Willow Spring Windfarm,44.381944,-117.27305600000001,WIND,10.0,0.0
6769,OR,Yamhill Solar LLC,45.108889000000005,-123.27861100000001,SOLAR,1.0,1.209
